widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,When,3.0,1.0,1.0,WRB,advmod,5.0,5.0,3.0,5.0,-3.5,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,5,92
2,four,3.0,1.0,1.0,CD,nummod,5.0,5.0,5.0,5.0,-4.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,4,10
3,years,4.0,1.0,1.0,NNS,nmod:npmod,4.0,4.0,4.0,4.0,-3.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,4,55
4,ago,3.0,2.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,3,22
5,we,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,47,1021
6,met,3.0,1.0,1.0,VBD,advcl,3.0,3.0,3.0,3.0,-2.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,1,9
7,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,56,1169
8,inaugurate,8.0,4.0,1.0,VB,xcomp,3.0,3.0,3.0,3.0,-2.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,1,2
9,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,39,789
10,President,9.0,3.0,2.0,NNP,dobj,2.0,2.0,2.0,2.0,-1.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,2,47
11,",",,,,",",,,,,,,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,,
12,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,106,2261
13,Republic,8.0,3.0,1.0,NNP,nsubj,3.0,3.0,3.0,3.0,-2.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,4,9
14,",",,,,",",,,,,,,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,,
15,single-minded,,,,VBN,acl,3.0,3.0,3.0,3.0,-2.0,1,"When four years ago we met to inaugurate a President , the Republic , single-minded in anxiety , stood in spirit here .",4,4,1,1
